id,title,users_score,age_rating,first_release_date,game_engine_id
2152,Jurassic Park III: Dino Defender,74,0,2001-06-29,
2153,Stronghold 3,72,16,2011-10-25,
2154,Katawa Shoujo,58,7,2012-01-04,
2155,Disney's Villains' Revenge,71,3,1999-09-28,
2156,International Superstar Soccer Pro,72,12,1997-05-02,
2157,KKnD,93,16,1997-03-25,
2158,Formula One 99,78,0,1999-10-20,
2159,MySims,73,3,2024-11-19,
2160,Shadow Man: 2econd Coming,81,18,2002-03-02,
2161,SimCity 3000,68,0,1999-01-31,
2162,Scud Race,69,7,1996-01-01,
2163,Virtua Cop 2,70,12,1996-11-22,
2164,The Thing,54,16,2024-12-05,
2165,Necronomicon: The Dawning of Darkness,55,3,2001-05-11,
2166,Boktai: The Sun Is in Your Hand,60,3,2003-07-17,
2167,Vib-Ribbon,81,3,1999-12-09,
2168,Tomb Raider,81,18,2013-03-05,
2169,Mario Golf,63,0,1999-06-11,
2170,Technomage,81,7,2001-06-29,
2171,Silent Hill: Book of Memories,62,16,2012-10-16,
2172,Metroid Prime,87,12,2002-11-18,
2173,SimCity 2000,68,3,1996-11-01,
2174,Aliens Versus Predator,75,18,1999-04-30,34
2175,MechWarrior 4: Vengeance,64,12,2000-11-23,
2176,Brain Age: Train Your Brain in Minutes a Day!,85,3,2005-05-19,
2177,Final Fantasy Type-0,76,16,2011-10-27,
2178,Dead or Alive Xtreme Beach Volleyball,63,12,2003-01-21,
2179,Mechanized Assault & Exploration,67,12,1996-12-31,
2180,Knightshift,34,12,2003-09-16,
2181,Lupin the 3rd: Treasure of the Sorcerer King,66,16,2002-11-28,
2182,Final Fantasy XV,77,16,2016-11-29,42
2183,Strider,66,7,2012-02-16,
2184,The Last Story,62,16,2012-02-23,
2185,Nintendogs + Cats,66,7,2011-02-26,
2186,Jak and Daxter: The Precursor Legacy,80,3,2001-12-03,
2187,Monopoly Tycoon,81,0,2001-09-30,
2188,Shadow of Memories,65,12,2001-02-22,
2189,Mario & Luigi: Superstar Saga,56,3,2003-11-17,
2190,Mario & Luigi: Partners in Time,60,3,2005-11-28,
2191,Team Fortress Classic,58,16,1999-04-07,
2192,Saints Row: The Third,79,18,2011-11-15,
2193,Space Station Silicon Valley,83,7,1998-10-21,
2194,Legend of Grimrock,76,12,2012-04-11,
2195,Incoming,77,12,1998-03-23,
2196,Moon.,72,7,1997-11-21,
2197,Shadowgate 64: Trials of the Four Towers,61,3,1999-05-31,
2198,Face Raiders,70,3,2012-04-28,
2199,Vectorman 2,97,12,1996-01-01,
2200,Sonic Pinball Party,73,3,2003-06-01,
2201,ECW Hardcore Revolution,83,16,2000-01-31,
2202,SSX,70,3,2000-10-26,
2203,Virtua Tennis,92,3,1999-01-01,
2204,Jet Moto,75,3,1996-10-31,
2205,Scooby-Doo! Classic Creep Capers,65,3,2001-03-01,
2206,Top Spin,67,0,2003-10-28,
2207,Majesty: The Fantasy Kingdom Sim,89,12,2011-01-20,
2208,International Superstar Soccer 2000,83,16,1999-07-29,
2209,Air Conflicts: Secret Wars,72,12,2011-09-30,
2210,Super Gem Fighter Mini Mix,58,12,1998-07-09,
2211,Dinotopia: The Sunstone Odyssey,76,12,2003-07-23,
2212,Tempest 2000,47,3,1997-02-01,
2213,Kirby Super Star,61,3,1996-03-21,
2214,War Gods,71,18,1997-05-21,
2215,Scooby-Doo! Mystery Mayhem,66,3,2003-09-10,10
2216,MDK,71,16,1997-05-07,
2217,Arcade Pool,55,16,1999-01-01,
2218,Panzer Dragoon II Zwei,76,16,1996-03-22,
2219,Steel Storm,84,18,2011-05-11,
2220,Radical Dreamers,77,0,1996-02-03,
2221,Necrodome,85,7,2023-06-28,
2222,Hardwar,88,12,1998-01-01,
2223,Gangsters 2,38,12,2001-06-01,
2224,Vampire: The Masquerade – Redemption,78,12,2001-11-01,
2225,Tom Clancy's Splinter Cell: Blacklist,82,18,2013-08-20,
2226,Universal Studios Theme Parks Adventure,69,12,2001-12-07,
2227,Legends of Might and Magic,63,12,2001-06-20,
2228,Dr. Mario 64,68,3,2001-04-08,
2229,Mitsumete Knight,97,0,1998-03-19,
2230,NBA 2K1,60,3,2000-11-01,
2231,Allods Online,80,12,2016-06-03,
2232,Virtua Cop,53,12,1997-01-01,
2233,Crimsonland,80,12,2014-06-11,
2234,Hard Truck Apocalypse,78,3,2014-03-14,
2235,Twisted Metal III,83,12,1998-10-31,
2236,Tachyon: The Fringe,57,12,2000-03-30,
2237,NASCAR 99,88,7,1998-09-11,
2238,Gundam Side Story 0079: Rise from the Ashes,82,7,1999-08-26,
2239,Mobile Suit Gundam: Federation vs. Zeon,68,12,2001-12-06,
2240,First Samurai,71,3,2021-07-23,
2241,Airborne Ranger,75,16,2022-12-19,
2242,Die by the Sword,72,12,1998-02-28,
2243,Superman: Shadow of Apokolips,73,3,2002-09-25,
2244,Vandal Hearts II,70,12,1999-07-08,
2245,The Simpsons Wrestling,57,12,2001-03-22,
2246,Metroid Prime 3: Corruption,57,12,2007-08-27,
2247,Raving Rabbids: Travel in Time,58,0,2011-01-27,
2248,Pokémon Yellow,65,3,1998-09-12,
2249,Super Robot Wars 64,85,12,1999-10-29,
2250,Pro Evolution Soccer 2,81,3,2002-04-25,
2251,LittleBigPlanet 2,82,7,2011-01-18,
2252,Langrisser IV,75,7,1997-08-01,
2253,Langrisser V: The End of Legend,93,16,1998-06-18,
2254,NBA Live 99,89,3,1998-10-31,
2255,R-Type Delta,70,7,1998-11-19,
2256,The Settlers II,73,3,1997-09-24,
2257,Super Princess Peach,72,3,2005-10-20,
2258,Moto Racer,73,0,1997-08-31,
2259,Ronaldo V-Football,85,16,2000-05-20,
2260,TOCA 2 Touring Cars,83,3,1999-04-02,
2261,Ace Attorney Investigations 2: Prosecutor's Gambit,70,16,2017-12-21,
2262,Monaco Grand Prix: Racing Simulation 2,76,3,1999-06-30,
2263,Dynasty Warriors,69,16,1997-02-28,
2264,Style Savvy,58,3,2016-05-05,
2265,From TV Animation - One Piece: Grand Battle!,64,12,2001-03-15,
2266,Jazz Jackrabbit 2,73,7,1999-02-01,
2267,Super Punch-Out!!,69,7,1998-03-01,
2268,Rogue Trip: Vacation 2012,68,12,1998-09-30,
2269,Overgrowth,62,12,2017-10-16,
2270,Digimon Battle Spirit 2,75,3,2002-12-07,
2271,Soccer Mania,65,3,2002-06-18,
2272,Metroid: Other M,69,16,2010-08-31,
2273,Time Crisis,53,12,1997-06-27,
2274,WWE WrestleMania X8,64,7,2002-06-09,
2275,Gauntlet Legends,79,12,1999-08-31,
2276,Tank Battalion,50,18,2024-03-07,
2277,Iron Man and X-O Manowar in Heavy Metal,64,16,1996-01-01,
2278,SWAT 3: Close Quarters Battle,79,18,1999-11-23,
2279,WWE Road to WrestleMania X8,58,3,2002-10-23,
2280,WWF Road to WrestleMania,65,7,2001-11-18,
2281,WWF Attitude,72,16,1999-07-31,
2282,WWF WrestleMania 2000,68,12,1999-01-01,
2283,Aaahh!!! Real Monsters,83,12,1996-02-01,
2284,Soul Reaver 2,76,16,2001-10-31,
2285,3Xtreme,92,3,1999-04-21,
2286,2Xtreme,58,0,1996-10-31,
2287,Tales of Phantasia: Narikiri Dungeon,71,16,2000-11-10,
2288,Tales of the World: Narikiri Dungeon 2,66,7,2002-10-25,
2289,WCW Backstage Assault,82,7,2000-12-01,
2290,Pro Evolution Soccer,71,3,2001-03-15,10
2291,Wizardry 8,79,12,2001-11-15,
2292,F-1 World Grand Prix,67,0,1998-07-31,
2293,Pokémon Pinball,70,0,1999-04-14,
2294,Conflict: Desert Storm,61,18,2002-09-13,
2295,The Getaway,82,16,2002-12-11,
2296,Frank Herbert's Dune,78,16,2001-11-01,10
2297,The Simpsons: Road Rage,80,12,2002-03-22,
2298,Neon Genesis Evangelion: Girlfriend of Steel,79,12,1998-01-01,
2299,Pokémon Stadium,79,3,1999-04-30,
2300,Zero Tolerance,71,18,2020-08-18,
2301,Final Fight Revenge,87,18,2000-03-30,
2302,Fire Shark,56,18,2023-08-24,
2303,Rage Racer,88,0,1996-12-03,
2304,Star Soldier: Vanishing Earth,75,3,1998-07-10,
2305,Outcast,72,16,1999-08-20,
2306,Gangsters: Organized Crime,68,12,1998-11-30,
2307,NASCAR Rumble,63,3,2000-01-31,
2308,Pokémon Emerald,80,3,2004-09-16,
2309,Fear Effect 2: Retro Helix,69,16,2001-02-21,
2310,A2 Racer II,53,0,1998-01-01,
2311,Galerians,72,18,1999-08-26,
2312,Wild Arms 3,94,7,2002-03-14,
2313,Wild Arms 2,80,12,1999-09-02,
2314,ShootMania Storm,89,12,2013-04-10,
2315,Incredible Crisis,65,12,1999-06-24,
2316,The Fifth Element,71,12,1998-09-23,
2317,Go Vacation,60,3,2018-07-27,
2318,Warhammer: Dark Omen,72,12,1998-03-31,
2319,Soulcalibur II,65,16,2002-07-05,
2320,Mario Kart: Super Circuit,61,0,2001-07-21,
2321,Jade Cocoon 2,65,3,2001-08-30,
2322,Project CARS,71,3,2015-05-07,
2323,Lego City Undercover,79,7,2013-03-18,
2324,WarGames: Defcon 1,59,12,1998-06-30,
2325,NBA 2K2,64,3,2001-10-24,
2326,NBA 2K,72,3,1999-11-10,
2327,Naruto Shippuden: Ultimate Ninja Storm 3,77,12,2013-03-05,
2328,BioShock Infinite,88,18,2014-11-04,
2329,The Legend of Zelda: Oracle of Ages,88,3,2001-02-27,
2330,Mario & Luigi: Bowser's Inside Story,63,3,2009-02-11,
2331,FIFA Football 2003,55,3,2002-10-25,
2332,Zeno Clash II,59,16,2013-04-30,
2333,PuLiRuLa,84,18,1997-08-28,
2334,Sonic Advance,80,3,2001-12-20,
2335,Gauntlet Dark Legacy,71,12,2001-05-01,
2336,Phantasy Star Online,64,12,2000-12-21,
2337,Quake III: Revolution,87,18,2001-01-01,
2338,Pokémon XD: Gale of Darkness,73,3,2005-08-04,
2339,Metroid Prime 2: Echoes,88,12,2004-11-15,
2340,Company of Heroes 2,62,18,2013-06-25,
2341,Shogo: Mobile Armor Division,69,16,1998-09-30,
2342,X-Men: Next Dimension,64,12,2002-10-15,
2343,Zork: Grand Inquisitor,88,12,1997-10-31,
2344,Porsche Challenge,75,3,1997-06-30,
2345,Sacrifice,85,12,2000-11-17,
2346,Deadpool,75,18,2013-06-25,
2347,TimeSplitters,72,12,2000-10-26,
2348,Shining the Holy Ark,67,3,1996-12-20,
2349,Titanic: Adventure Out of Time,68,12,1996-01-01,
2350,Scooby-Doo! Mystery of the Fun Park Phantom,56,0,1999-12-31,
2351,LEGO Island 2: The Brickster's Revenge,61,3,2001-03-30,
2352,Wario Land 3,70,3,2000-03-21,
2353,Redneck Rampage,66,16,1997-04-30,
2354,OverBlood,80,16,1996-08-02,
2355,Infiltrator,85,7,2023-03-23,
2356,Secret Service,77,18,2001-11-23,
2357,Ms. Pac-Man,69,3,1996-01-01,
2358,Unlimited Saga,59,12,2002-12-19,
2359,Lightning Returns: Final Fantasy XIII,71,16,2013-11-21,7
2360,Um Jammer Lammy,57,3,1999-03-18,
2361,Wave Race,76,3,1997-06-24,
2362,Wild Arms,61,16,1996-12-20,
2363,Parasite Eve,80,18,1998-03-29,
2364,Enemy Zero,72,12,1996-12-13,
2365,Unreal Championship,68,16,2002-11-12,
2366,Scooby-Doo! Night of 100 Frights,72,3,2002-05-20,10
2367,Bloody Roar 2,49,12,1999-01-28,
2368,The Simpsons: Night of the Living Treehouse of Horror,71,12,2001-03-26,
2369,Ubik,64,16,1998-01-01,
2370,Pool of Radiance: Ruins of Myth Drannor,62,12,2001-09-24,
2371,Myst: Masterpiece Edition,83,12,1999-01-02,
2372,Legaia 2: Duel Saga,62,12,2001-11-29,
2373,Herald: An Interactive Period Drama,61,7,2017-02-22,
2374,Medal of Honor: Frontline,78,12,2002-05-28,
2375,Ace Combat 2,46,12,1997-05-30,
2376,Hotel Giant,64,0,2002-01-01,
2377,The Settlers: Heritage of Kings,66,12,2018-11-15,10
2378,NBA Jam: Tournament Edition,74,0,1996-01-01,
2379,Heretic II,82,16,1998-10-31,
2380,Messiah,70,16,2000-03-31,
2381,Rayman Legends,83,7,2015-03-20,
2382,Dinotopia: The Timestone Pirates,79,12,2002-04-30,
2383,DonPachi,69,16,1996-04-26,
2384,Donkey Kong Jr.,90,3,1982-01-01,
2385,Sudeki,78,16,2014-02-24,
2386,Slender: The Arrival,61,12,2013-03-26,
2387,Riven,59,3,1997-10-29,
2388,Streets of SimCity,66,3,1997-10-31,
2389,Tamagotchi 64: Minna de Tamagotchi World,91,7,1997-12-19,
2390,Battle Command,66,3,2020-09-01,
2391,Wii Fit U,63,3,2014-01-10,
2392,Sonic the Fighters,83,3,1996-06-01,
2393,Air Boarder 64,81,7,1998-03-27,
2394,Lords of Magic,74,12,1997-11-30,
2395,Kirby's Dream Land 2,66,3,1995-03-21,
2396,Commandos: Behind Enemy Lines,85,16,1998-07-31,
2397,Bloody Roar,80,16,1997-07-07,
2398,Heavy Gear II,60,12,2000-04-05,
2399,Myth: The Fallen Lords,75,18,1997-11-25,
2400,Pokémon Stadium 2,82,3,2000-12-14,
2401,Pokémon Colosseum,74,3,2003-11-21,
2402,Broken Sword: The Shadow of the Templars,75,12,1996-09-30,3
2403,SimPark,81,0,1996-01-01,
2404,Croc: Legend of the Gobbos,69,0,1997-09-29,35
2405,Blood Omen: Legacy of Kain,77,16,1996-11-01,
2406,Dragon Quest VII,68,12,2000-08-26,
2407,International Tennis Open,97,0,2020-11-16,
2408,Fighters Destiny,62,12,1998-01-31,
2409,Micro Maniacs,66,7,2000-10-05,
2410,God of War: Ascension,77,18,2013-03-12,
2411,Luigi's Mansion: Dark Moon,68,7,2013-03-20,
2412,Tales of Eternia,82,12,2000-11-30,
2413,Outlaws,71,16,1997-03-01,11
2414,Breath of Fire III,63,7,1997-09-11,
2415,Mega Man 8,57,3,1996-12-17,
2416,Popeye,68,7,1982-01-01,
2417,Mega Man Xtreme,42,3,2000-10-20,
2418,Fat Princess,72,16,2013-07-30,
2419,Smuggler's Run,62,0,2000-10-26,
2420,X-Men: Reign of Apocalypse,77,7,2001-09-25,
2421,Iggy's Reckin' Balls,70,0,1998-07-31,
2422,Dragon Quest,72,3,2019-09-27,
2423,Tetris Attack,89,3,1996-08-01,
2424,Project I.G.I.,69,16,2000-12-15,
2425,Test Drive 5,62,3,1998-09-30,
2426,Myth II: Soulblighter,66,18,1998-12-20,
2427,Linus Spacehead's Cosmic Crusade,67,7,2013-11-28,
2428,Tekken Advance,62,12,2001-12-21,
2429,Warm Up,73,0,2000-11-16,
2430,Dead or Alive 3,76,16,2001-11-15,
2431,Alone in the Dark: The New Nightmare,71,12,2001-05-18,10
2432,Street Fighter EX2,82,18,1998-05-26,
2433,Advance Wars: Dual Strike,81,7,2016-03-03,
2434,Sonic Shuffle,86,0,2001-03-09,
2435,Tear Ring Saga,89,12,2001-05-24,
2436,Wii Chess,74,3,2008-01-18,
2437,Dragon Warrior Monsters,68,3,1998-09-25,
2438,Remember Me,73,16,2013-06-03,
2439,Super Puzzle Fighter II Turbo,68,12,1996-05-31,
2440,Pokémon Crystal,61,3,2000-12-14,
2441,Wario Land 4,70,3,2001-08-21,
2442,Smite,61,12,2016-05-31,
2443,Skylanders: Spyro's Adventure,70,7,2013-07-12,
2444,NBA Live 98,82,3,1997-01-01,
2445,The Settlers IV,68,7,2018-11-15,
2446,Logical Journey of the Zoombinis,67,7,1996-03-15,
2447,Twisted Metal 2,89,16,1996-10-31,
2448,Marc Ecko's Getting Up: Contents Under Pressure,82,7,2013-12-13,
2449,Twinkle Star Sprites,87,12,1996-01-01,
2450,Legend of Legaia,65,12,1998-10-29,
2451,Tex Murphy: Overseer,78,12,1998-02-28,
2452,"Final Liberation: Warhammer Epic 40,000",94,12,1997-11-30,
2453,IHF Handball Challenge 13,73,7,2013-01-01,
2454,Mother 3,81,0,2006-04-20,
2455,Oddworld: Abe's Exoddus,82,12,1998-11-25,
2456,International Superstar Soccer 64,84,3,1997-06-01,
2457,Jack the Nipper,82,0,2022-07-21,
2458,Lego Loco,76,16,1998-01-01,
2459,Loaded,63,18,1996-12-12,
2460,International Superstar Soccer 98,77,7,1998-06-04,
2461,Ratchet: Deadlocked,63,3,2013-05-21,
2462,Saga: Rage of the Vikings,58,7,1998-01-01,
2463,Survarium,48,18,2015-04-02,
2464,Torico,79,16,1997-03-26,
2465,Ignition,68,7,1997-01-01,
2466,Madden Football 64,57,7,1997-10-31,
2467,Breath of Fire II,86,7,1996-04-25,
2468,Toy Story,64,0,1996-04-25,
2469,Marvel Super Heroes vs. Street Fighter,82,12,1997-06-18,
2470,Marvel vs. Capcom: Clash of Super Heroes,66,12,1998-01-12,
2471,FIFA 99,74,3,1998-10-31,
2472,Street Fighter Alpha 2,80,12,1996-02-27,
2473,Kitty the Kool,75,16,1998-01-01,
2474,Libero Grande,77,0,1998-11-26,
2475,Brave Fencer Musashi,57,3,1998-07-16,
2476,Turok: Dinosaur Hunter,74,16,1997-02-28,
2477,Shin Kidō Senki Gundam Wing: Endless Duel,59,0,1996-03-29,
2478,Sonic Blast,76,3,1996-01-01,
2479,Langrisser III,79,12,1996-10-18,
2480,Atlantis III: The New World,82,12,2013-02-01,
2481,Armored Core,79,12,1997-07-10,
2482,Armored Core: Project Phantasma,69,18,1997-12-04,
2483,Treasures of the Deep,69,12,1997-08-31,
2484,Rise of Prussia,63,18,2014-05-07,
2485,Castlevania Legends,81,3,1997-11-27,
2486,Metroid II: Return of Samus,83,7,1991-11-01,
2487,101 Dalmatians: Escape from DeVil Manor,72,12,1997-01-01,
2488,"Nine Hours, Nine Persons, Nine Doors",68,18,2014-03-17,
2489,Herc's Adventures,66,3,1997-07-31,
2490,WCW vs. the World,89,12,1996-09-13,
2491,Metroid Fusion,87,7,2002-11-17,
2492,Time Commando,75,16,1996-07-31,
2493,Phoenix Wright: Ace Attorney – Dual Destinies,62,16,2013-07-25,22
2494,WWF War Zone,69,16,2013-02-25,
2495,The Journeyman Project: Pegasus Prime,85,16,2014-04-10,
2496,Master of Orion II: Battle at Antares,67,12,1996-10-31,
2497,Dance Dance Revolution,83,0,2013-03-14,
2498,Dead Space 3,73,18,2013-02-05,
2499,Hard Edge,55,16,1998-12-03,
2500,Syberia III,72,12,2017-04-20,
2501,Chariots of War,84,12,2022-10-13,
2502,Spider Solitaire,55,16,1998-06-25,
2503,Intellivision Lives!,79,3,1998-12-18,
2504,Aerobiz,67,3,1996-03-22,
2505,International Superstar Soccer Deluxe,73,3,1996-01-25,
2506,SimTunes,70,7,1996-01-01,
2507,Metroid,67,3,1986-08-01,
2508,Wrecking Crew,96,3,1984-07-26,
2509,Lighthouse: The Dark Being,73,12,1996-01-01,
2510,F1 Pole Position 64,76,3,1997-03-28,
2511,Dragon Ball GT: Final Bout,69,12,1997-08-25,
2512,Dead or Alive,55,16,1998-03-12,
2513,Hopkins FBI,83,7,1998-07-16,
2514,War Wind,44,12,1996-01-01,
2515,Pokémon Trading Card Game,70,3,1998-12-18,
2516,Fire Emblem: Mystery of the Emblem,73,0,2020-09-23,
2517,Fatal Frame: Mask of the Lunar Eclipse,63,16,2023-03-09,
2518,Advance Wars 2: Black Hole Rising,65,7,2015-07-02,
2519,Clock Tower,74,16,1998-02-01,
2520,The Settlers III,89,7,2018-11-15,
2521,Noah's Ark,83,3,2021-03-30,
2522,The Immortal,67,12,2021-03-30,
2523,After Burner Climax,90,7,2013-02-07,
2524,SNK vs. Capcom: SVC Chaos,80,16,2024-07-20,
2525,Fire Emblem Gaiden,74,0,2014-08-20,
2526,Bahamut Lagoon,68,7,1996-02-09,
2527,SimGolf,74,0,1996-01-01,
2528,X-Men vs. Street Fighter,54,12,1996-09-09,
2529,SimSafari,59,7,1998-03-04,
2530,Sonic & All-Stars Racing Transformed,78,7,2014-01-31,
2531,Pillars of Eternity,79,16,2017-08-08,
2532,Battlefield 4,79,18,2013-10-29,
2533,Kirby's Star Stacker,61,3,1998-02-01,
2534,Mortal Online,50,12,2015-08-31,
2535,Europa Universalis IV,84,12,2013-08-13,47
2536,Guilty Gear,78,12,1998-05-14,
2537,Ghost Trick: Phantom Detective,74,12,2023-06-30,
2538,Guilty Gear Isuka,73,18,2014-01-16,
2539,Rival Schools: United by Fate,49,12,1998-07-30,
2540,Falcon 4.0,83,7,1998-12-12,
2541,Fire Emblem: Thracia 776,82,12,2016-11-28,
2542,South Park,72,16,1998-12-12,
2543,Toribash,66,12,2014-05-16,
2544,Cosmo Police Galivan,60,0,2015-04-09,
2545,Live A Live,82,12,2023-04-27,
2546,Pikmin 3,76,7,2013-07-13,
2547,Duke Nukem: Time to Kill,79,18,1998-09-30,
2548,10-Yard Fight,79,12,2018-01-01,
2549,Truxton,64,18,2023-02-14,
2550,8 Eyes,64,7,2019-08-14,
2551,Castlevania: Lords of Shadow – Mirror of Fate,74,16,2014-03-27,
2552,Fire Emblem: Shadow Dragon,66,7,2016-02-10,
2553,40 Winks,81,3,2019-04-15,
2554,Pandora's Tower,70,12,2013-04-16,
2555,Tennis,58,16,1984-01-14,
2556,The Last Guardian,82,12,2016-12-06,
2557,Disney Universe,66,3,2014-10-06,64
2558,Rhythm Heaven Fever,63,3,2016-07-27,
2559,Little King's Story,68,7,2016-08-05,
2560,Phantasy Star Online 2,71,16,2016-04-20,
2561,Vandal Hearts,82,18,1996-10-25,
2562,Bomberman Quest,79,3,1998-12-24,
2563,Wachenröder,90,16,1998-08-06,
2564,Burning Rangers,82,7,1998-02-26,
2565,Tomba!,83,0,1998-07-16,
2566,Buck Bumble,90,3,1998-09-30,
2567,Blood II: The Chosen,62,18,1998-10-31,
2568,Earth Defense Force 2017,76,12,2021-10-14,
2569,Advance Wars: Days of Ruin,68,12,2013-10-30,
2570,Puzzle Quest: Challenge of the Warlords,79,3,2019-09-19,44
2571,Sly Cooper: Thieves in Time,74,7,2013-02-05,
2572,Chaos Control,53,12,2018-02-08,
2573,Phelios,73,18,2023-02-02,
2574,Sorcerian,76,12,2021-02-18,
2575,World of Warplanes,57,12,2013-11-12,
2576,Muv-Luv,60,18,2024-03-28,
2577,Kid Chaos,71,3,2023-05-02,
2578,Impossible Mission II,63,7,2020-09-11,
2579,Sniper: Ghost Warrior 2,63,18,2013-03-12,
2580,Age of Wulin,61,7,2013-07-18,
2581,Airball,71,7,2021-11-22,
2582,Pinkie,67,3,2018-05-01,
2583,Astral Masters,90,16,2021-11-01,66
2584,God Eater 2,68,7,2016-08-29,
2585,Black Mirror III,80,16,2014-04-03,
2586,Bombuzal,63,7,2019-08-15,
2587,Norn9,49,12,2015-10-01,
2588,Bubble Ghost,91,12,2018-02-08,
2589,Castlevania: Lords of Shadow 2,75,16,2014-02-25,
2590,Ninja Gaiden 3: Razor's Edge,74,18,2021-06-09,
2591,Checkered Flag,79,7,2022-11-03,
2592,Stacking,67,7,2013-05-07,
2593,Deathsmiles,60,12,2016-03-10,
2594,Dangerous Seed,81,3,2022-02-17,
2595,Dark Rift,76,18,2023-06-08,
2596,PixelJunk Shooter,68,12,2013-11-11,
2597,Twin Cobra,67,16,2024-05-16,
2598,DeathKeep,63,16,2023-03-27,
2599,Desktop Dungeons,60,12,2013-11-07,
2600,Out Zone,66,12,2023-02-14,
2601,Dungeon Party,33,16,2013-03-13,
2602,Dust 514,65,16,2013-05-14,
2603,Pier Solar and the Great Architects,75,12,2014-09-29,
2604,Fantasy Empires,81,16,2023-03-27,
2605,Fire Emblem: The Binding Blade,76,0,2023-06-23,
2606,Fire Emblem: Genealogy of the Holy War,66,0,2021-05-26,
2607,Gunbird 2,72,7,2022-08-03,
2608,Frenzy,77,7,2024-04-30,
2609,Game no Kanzume: Otokuyō,59,16,2019-09-19,
2610,Glover,88,7,2022-04-20,
2611,Gubble,81,7,2020-06-09,
2612,Gunbird,64,7,2022-07-27,
2613,Incredipede,50,0,2013-03-18,1
2614,"Spy Fox in ""Dry Cereal""",75,3,2014-04-17,6
2615,Radical Rex,67,3,2022-09-08,
2616,JoJo's Bizarre Adventure: All Star Battle,75,16,2013-08-29,
2617,Punch-Out!!,71,12,2017-12-05,
2618,Cyberpunk 2077,85,18,2022-02-15,49
2619,Kirby: Triple Deluxe,83,7,2014-01-11,
2620,Cities in Motion 2,56,3,2013-04-02,
2621,La-Mulana,70,7,2013-04-15,
2622,Don't Starve,77,7,2013-04-23,
2623,Broken Sword 5: The Serpent's Curse,71,12,2015-09-04,3
2624,Bayonetta 2,87,16,2014-02-13,
2625,New Rally-X,78,3,2022-02-03,
2626,LittleBigPlanet Karting,62,7,2013-01-17,
2627,Kingdom Hearts III,77,7,2019-01-25,
2628,The Walking Dead: Season Two,81,18,2013-12-17,
2629,Arabian,69,7,2020-10-08,
2630,Gears of War: Judgment,71,18,2013-03-19,
2631,Super Famicom Wars,70,0,2013-10-02,
2632,Zombie Nation,62,12,2021-10-28,
2633,Final Fantasy IV,86,7,2014-01-14,
2634,Dokapon Kingdom,79,7,2023-04-13,
2635,Tiger-Heli,81,18,2024-02-01,
2636,Phantom Dust,72,7,2017-05-16,
2637,Devil May Cry: HD Collection,84,16,2018-03-13,
2638,Master of Weapon,59,12,2024-02-15,
2639,Raiden Fighters 2,83,18,2013-05-16,
2640,Raiden Fighters,65,18,2013-05-16,
2641,One Piece: Pirate Warriors 2,80,12,2013-03-20,
2642,Overclocked: A History of Violence,71,16,2015-04-03,
2643,Fuse,48,18,2013-05-28,
2644,Paper Plane,87,3,2023-02-08,
2645,The Evil Within,80,18,2014-08-26,
2646,Pajama Sam 3: You Are What You Eat from Your Head to Your Feet,76,12,2023-12-21,6
2647,Pyoro,75,3,2023-02-08,
2648,Radiant Silvergun,76,12,2023-11-02,
2649,Rainbow Cotton,68,18,2024-05-08,
2650,Ride to Hell: Retribution,90,18,2013-06-24,
2651,Cobalt,62,7,2016-02-02,
2652,Yaiba: Ninja Gaiden Z,82,18,2014-03-27,
2653,Sabre Team,84,12,2021-06-04,
2654,Earth Defense Force 2025,76,12,2014-02-18,
2655,Space Force: Rogue Universe,69,12,2015-05-26,
2656,Star Fox 2,82,3,2017-09-29,
2657,Brigade E5: New Jagged Union,89,18,2014-04-30,
2658,Takeda Shingen,58,18,2021-06-24,
2659,The Settlers: Rise of an Empire,81,12,2018-11-15,10
2660,Todd's Adventures in Slime World,94,12,2022-10-07,
2661,Total War: Shogun 2: Fall of the Samurai,76,16,2019-01-01,
2662,TrackMania²: Valley,61,7,2013-01-01,
2663,Kindred Spirits on the Roof,66,18,2016-02-12,
2664,TrickStyle,87,3,2017-02-21,
2665,Venus The Flytrap,84,12,2023-03-23,
2666,Zapper: One Wicked Cricket,76,3,2024-02-15,
2667,Zero Gunner 2,67,7,2023-01-11,
2668,Amnesia: A Machine for Pigs,65,16,2013-09-10,
2669,Atlantis no Nazo,79,7,2024-07-01,
2670,Awesomenauts,61,12,2013-05-28,
2671,Check vs. Mate,58,12,2013-05-07,
2672,Black Rock Shooter: The Game,70,12,2013-04-23,
2673,Blade Kitten,56,12,2014-05-22,68
2674,Blake Stone: Planet Strike,68,18,2015-05-05,
2675,Sanctum 2,59,12,2013-05-15,
2676,de Blob 2,77,7,2018-01-01,32
2677,Lego Marvel Super Heroes,77,7,2021-10-08,
2678,Corpse Party,65,7,2017-12-04,
2679,The Cave,71,12,2013-01-22,
2680,Dark Souls II,80,16,2015-04-07,
2681,March of the Eagles,64,12,2013-02-19,47
2682,Dungeonland,40,16,2013-01-29,
2683,Double Dragon Advance,76,12,2023-11-08,
2684,Dracula 2: The Last Sanctuary,54,12,2014-04-17,
2685,Gladiator: Sword of Vengeance,83,18,2017-01-31,
2686,Gladius,69,12,2015-04-28,
2687,Carmageddon: Reincarnation,89,7,2015-05-21,
2688,Killzone: Mercenary,79,18,2013-09-04,
